"uuid","latitude","longitude","interactions","street","reliability","start_time","end_time","share","cum_share"
"15598300-2980-3fc5-ba1a-6497d67fc4de","-12.126783","-77.014484","5","Av. Alfredo Benavides","10","2019-05-09 22:21:00.000","2019-05-09 23:09:00.000","0.0046","0.6956920256645279"
"6e0a5254-0ace-3b06-8df6-742afb78baca","-12.126671","-77.015206","5","Av. Alfredo Benavides","10","2019-05-09 22:22:00.000","2019-05-09 23:43:00.000","0.0046","0.7002749770852429"
"b2ad2d4d-2889-32d6-9af2-7d5a1d785002","-12.128254","-77.005832","5","Av. Alfredo Benavides","10","2019-06-18 21:14:00.000","2019-06-18 21:46:00.000","0.0046","0.7048579285059579"
"f8fe5b96-18a0-3f28-80e2-cce64081febf","-12.123053","-77.019349","5","Av. Ricardo Palma","10","2019-07-13 17:38:00.000","2019-07-13 18:18:00.000","0.0046","0.7094408799266728"
"183bffea-eea4-3707-a655-2f190f1a9cc8","-12.126371","-77.017155","5","Av. Alfredo Benavides","9","2018-10-14 19:18:00.000","2018-10-14 19:42:00.000","0.0046","0.7140238313473877"
"7eccd453-af19-3ecb-ac29-f7ddba26652d","-12.130203","-77.035082","5","Vía Expresa Costa Verde","9","2018-10-20 10:54:00.000","2018-10-20 11:17:00.000","0.0046","0.7186067827681026"
"c6ba9bd9-d739-3730-ae82-d0fedab52036","-12.135889","-77.024935","5","Quebrada de Armendáriz","9","2018-11-07 12:22:00.000","2018-11-07 13:23:00.000","0.0046","0.7231897341888176"
"536a8e04-974b-37ce-b138-7c849f5cbdcb","-12.113381","-77.049196","5","Malecón de la Marina","9","2019-01-30 23:43:00.000","2019-01-31 00:28:00.000","0.0046","0.7277726856095326"
"720ca512-b32f-3d60-b4d6-426fb59f987a","-12.125166","-77.022386","5","Ramón Ribeyro","9","2019-04-06 18:39:00.000","2019-04-06 19:15:00.000","0.0046","0.7323556370302475"
"96f3550b-f372-3662-81ec-fcdf8f26cf8b","-12.107486","-77.034655","5","Av. Santa Cruz","9","2019-04-11 18:57:00.000","2019-04-11 19:46:00.000","0.0046","0.7369385884509624"
"f4a8122f-0477-3710-bd27-eb2ae64bd0b4","-12.128044","-77.035358","4","Puente Mellizo Villena Rey","10","2018-10-26 23:07:00.000","2018-10-26 23:17:00.000","0.0037","0.7406049495875344"
"418908f9-4b0c-326e-95db-c48612c33cec","-12.12516","-77.025518","4","Av. Alfredo Benavides","10","2018-11-27 22:09:00.000","2018-11-27 22:38:00.000","0.0037","0.7442713107241063"
"045ecbd8-6932-3666-8a79-a45107d75fd2","-12.127093","-77.034225","4","Malecón 28 de Julio","10","2019-03-09 02:21:00.000","2019-03-09 02:57:00.000","0.0037","0.7479376718606783"
"8af283be-1249-378e-a58e-7b38f65b73b5","-12.124731","-77.027837","4","Av. Alfredo Benavides","9","2018-10-25 12:28:00.000","2018-10-25 12:59:00.000","0.0037","0.7516040329972502"
"5e3987f3-b982-3771-971a-0c64ce794db4","-12.12576","-77.029388","4","Av. José Larco","9","2018-10-25 14:26:00.000","2018-10-25 14:56:00.000","0.0037","0.7552703941338221"
"f0b9802a-c6f6-37d9-b266-f01745d15e7b","-12.131159","-77.03329","4","Vía Expresa Costa Verde","9","2018-11-06 14:43:00.000","2018-11-06 15:15:00.000","0.0037","0.7589367552703942"
"e38bfbfa-de6b-3135-a637-a9f9787bbbbb","-12.135887","-77.024547","4","Quebrada de Armendáriz","9","2018-11-07 12:04:00.000","2018-11-07 12:42:00.000","0.0037","0.7626031164069661"
